Supplementary Table 6a. Dataset of experimentally tested noncoding element-gene connections in K562 cells,,,,,,,,,,,,,,,,,,,,,,,
chr,start,end,Element name,Gene,class,Cell type,Fraction change in gene expr,Adjusted p-value,Significant,RNA readout method,Perturbation method,nKO,nCtrl,semKO,semCtrl,Power to detect 25% effects,Gene TSS,Normalized HiC Contacts,DHS (RPM),H3K27ac (RPM),Activity,ABC Score,Reference
chrX,48641372,48641493,intergenic|chrX:48641205-48641705,GATA1,intergenic,K562,-0.44,,TRUE,qPCR,KRAB-dCas9,6,15,0.0241,0.01086,1,48644981,100,8.552679,7.779449,8.161596,0.092131667,Fulco2016
chrX,48659028,48659074,intergenic|chrX:48658825-48659325,GATA1,intergenic,K562,-0.33,,TRUE,qPCR,KRAB-dCas9,6,15,0.0284,0.01086,1,48644981,35.04589934,28.516506,10.133755,17.125529,0.067750896,Fulco2016
chrX,48660375,48660526,promoter|chrX:48659545-48661125,GATA1,promoter,K562,0.09,,TRUE,qPCR,KRAB-dCas9,6,15,0.022,0.01086,1,48644981,28.72003024,46.228731,41.968078,44.069935,0.14287661,Fulco2016
chrX,48641372,48641493,intergenic|chrX:48641205-48641705,HDAC6,intergenic,K562,-0.42,,TRUE,qPCR,KRAB-dCas9,6,15,0.0212,0.016,1,48660422,26.27450546,8.552679,7.779449,8.161596,0.021155897,Fulco2016
chrX,48644930,48644969,promoter|chrX:48644125-48645245,HDAC6,promoter,K562,0.47,,TRUE,qPCR,KRAB-dCas9,6,15,0.0213,0.016,1,48660422,26.27450546,6.459747,12.897507,9.131012,0.023668747,Fulco2016
chrX,48659028,48659074,intergenic|chrX:48658825-48659325,HDAC6,intergenic,K562,-0.22,,TRUE,qPCR,KRAB-dCas9,6,15,0.042,0.016,0.999947089,48660422,44.34816887,28.516506,10.133755,17.125529,0.074927543,Fulco2016
chr11,3283025,3283525,intergenic|chr11:3283025-3283525,HBE1,intergenic,K562,0.02924165,0.944568866,FALSE,HBE-mCherry Screen,KRAB-dCas9,67,1956,0.019138101,0.006110509,1,5291373,0.214386431,1.031356,0,0,0,Klann2017
chr11,3283745,3284245,intergenic|chr11:3283745-3284245,HBE1,intergenic,K562,0.02429562,0.846461063,FALSE,HBE-mCherry Screen,KRAB-dCas9,95,1956,0.031298794,0.006110509,0.999999998,5291373,0.214465018,0.886635,0,0,0,Klann2017
chr11,3328845,3329345,intergenic|chr11:3328845-3329345,HBE1,intergenic,K562,0.01896726,0.846461063,FALSE,HBE-mCherry Screen,KRAB-dCas9,68,1956,0.018781766,0.006110509,1,5291373,0.219503671,2.408001,0.307083,0.859912,2.30664E-05,Klann2017
chr11,3345785,3346285,intergenic|chr11:3345785-3346285,HBE1,intergenic,K562,0.03351329,0.967834268,FALSE,HBE-mCherry Screen,KRAB-dCas9,78,1956,0.018940913,0.006110509,1,5291373,0.221457189,0.459174,0,0,0,Klann2017
chr11,3361165,3361665,intergenic|chr11:3361165-3361665,HBE1,intergenic,K562,0.03315553,0.982456343,FALSE,HBE-mCherry Screen,KRAB-dCas9,44,1956,0.030398609,0.006110509,0.99999988,5291373,0.2232608,5.673415,3.582641,4.497796,0.000122715,Klann2017
chr11,3362425,3362945,intergenic|chr11:3362425-3362945,HBE1,intergenic,K562,0.0496205,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,37,1956,0.040436917,0.006110509,0.99989785,5291373,0.223411031,1.35862,0.92125,1.118762,3.05441E-05,Klann2017
chr11,3366865,3367365,intergenic|chr11:3366865-3367365,HBE1,intergenic,K562,0.07522902,0.983456805,FALSE,HBE-mCherry Screen,KRAB-dCas9,45,1956,0.034345774,0.006110509,0.999998029,5291373,1.698701144,4.219436,2.354307,3.153541,0.000654637,Klann2017
chr11,3400202,3400705,promoter|chr11:3400202-3400705,HBE1,promoter,K562,0.02331639,0.982456343,FALSE,HBE-mCherry Screen,KRAB-dCas9,29,1956,0.056958587,0.006110509,0.992371339,5291373,0.227971882,17.210471,5.527503,9.719822,0.000270785,Klann2017
chr11,3425325,3426265,genic|chr11:3425325-3426265,HBE1,genic,K562,0.05967325,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,46,1956,0.050188602,0.006110509,0.999278545,5291373,0.231136604,9.647693,7.165282,8.333912,0.000235398,Klann2017
chr11,3429445,3430345,genic|chr11:3429445-3430345,HBE1,genic,K562,-0.00036393,0.846461063,FALSE,HBE-mCherry Screen,KRAB-dCas9,35,1956,0.043336333,0.006110509,0.99967107,5291373,0.231656801,1.674716,0.204722,0.585532,1.6576E-05,Klann2017
chr11,3438125,3438625,intergenic|chr11:3438125-3438625,HBE1,intergenic,K562,0.05284707,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,9,1956,0.05631287,0.006110509,0.822437537,5291373,0.232740094,0.392293,0.102361,0.200387,5.69935E-06,Klann2017
chr11,3443685,3444185,intergenic|chr11:3443685-3444185,HBE1,intergenic,K562,0.00525852,0.846461063,FALSE,HBE-mCherry Screen,KRAB-dCas9,34,1956,0.033607829,0.006110509,0.999992593,5291373,1.862399274,12.121807,1.842501,4.709924,0.001071943,Klann2017
chr11,3527205,3527705,intergenic|chr11:3527205-3527705,HBE1,intergenic,K562,0.06717458,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,18,1956,0.082924192,0.006110509,0.90575793,5291373,0.244755366,0.495732,0,0,0,Klann2017
chr11,3600805,3601305,intergenic|chr11:3600805-3601305,HBE1,intergenic,K562,-0.0895843,0.435003559,FALSE,HBE-mCherry Screen,KRAB-dCas9,14,1956,0.046544727,0.006110509,0.974306828,5291373,0.255647497,0.668048,0.204722,0.369815,1.15534E-05,Klann2017
chr11,3630805,3631345,intergenic|chr11:3630805-3631345,HBE1,intergenic,K562,-0.02557413,0.466838498,FALSE,HBE-mCherry Screen,KRAB-dCas9,38,1956,0.030132638,0.006110509,0.999999701,5291373,1.122670187,1.352203,0.204722,0.52614,7.21836E-05,Klann2017
chr11,3635385,3636265,intergenic|chr11:3635385-3636265,HBE1,intergenic,K562,0.0052052,0.877345771,FALSE,HBE-mCherry Screen,KRAB-dCas9,30,1956,0.046543411,0.006110509,0.998678698,5291373,0.82141216,2.354138,0.818889,1.388445,0.000139372,Klann2017
chr11,3647305,3647939,promoter|chr11:3647305-3647939,HBE1,promoter,K562,0.1219432,0.729342127,FALSE,HBE-mCherry Screen,KRAB-dCas9,45,1956,0.046639021,0.006110509,0.999674503,5291373,1.0155536,0.760547,0.307083,0.483269,5.99759E-05,Klann2017
chr11,3663145,3664765,promoter|chr11:3663145-3664765,HBE1,promoter,K562,0.03225142,0.982456343,FALSE,HBE-mCherry Screen,KRAB-dCas9,41,1956,0.041368701,0.006110509,0.99990958,5291373,2.733232398,12.122273,4.708614,7.558128,0.002524502,Klann2017
chr11,3666025,3666610,promoter|chr11:3666025-3666610,HBE1,promoter,K562,0.0756601,0.982456343,FALSE,HBE-mCherry Screen,KRAB-dCas9,47,1956,0.034043806,0.006110509,0.999998749,5291373,1.027129748,2.344081,0.204722,0.692734,8.69514E-05,Klann2017
chr11,3818725,3819298,promoter|chr11:3818725-3819298,HBE1,promoter,K562,0.05670675,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,22,1956,0.072634581,0.006110509,0.953750226,5291373,0.29435549,44.596192,6.039309,16.463781,0.000592225,Klann2017
chr11,3823125,3823625,genic|chr11:3823125-3823625,HBE1,genic,K562,0.01810731,0.982456343,FALSE,HBE-mCherry Screen,KRAB-dCas9,10,1956,0.063464404,0.006110509,0.836257997,5291373,2.187816046,0.619653,0.511806,0.563156,0.000150565,Klann2017
chr11,3829045,3830005,promoter|chr11:3829045-3830005,HBE1,promoter,K562,0.08655308,0.982456343,FALSE,HBE-mCherry Screen,KRAB-dCas9,40,1956,0.051203927,0.006110509,0.99867587,5291373,1.737000991,4.930162,4.708614,4.820064,0.001023146,Klann2017
chr11,3845905,3846425,genic|chr11:3845905-3846425,HBE1,genic,K562,0.0596111,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,39,1956,0.027565183,0.006110509,0.999999979,5291373,0.300003465,6.396651,3.275557,4.577643,0.000167824,Klann2017
chr11,3846485,3846985,genic|chr11:3846485-3846985,HBE1,genic,K562,0.05409503,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,33,1956,0.04055509,0.006110509,0.999818799,5291373,0.300124321,1.290711,3.787363,2.216449,8.12913E-05,Klann2017
chr11,3847085,3847625,genic|chr11:3847085-3847625,HBE1,genic,K562,0.02757339,0.983456805,FALSE,HBE-mCherry Screen,KRAB-dCas9,13,1956,0.046456683,0.006110509,0.965988003,5291373,0.300255888,1.420871,2.047223,1.706327,6.26093E-05,Klann2017
chr11,3852845,3853365,genic|chr11:3852845-3853365,HBE1,genic,K562,0.1157877,0.846461063,FALSE,HBE-mCherry Screen,KRAB-dCas9,41,1956,0.077576564,0.006110509,0.976338315,5291373,0.898199767,6.051652,7.472365,6.739507,0.000739752,Klann2017
chr11,3855725,3856625,genic|chr11:3855725-3856625,HBE1,genic,K562,0.04443549,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,41,1956,0.029043999,0.006110509,0.999999939,5291373,0.302139955,17.02766,23.338346,20.025421,0.000739392,Klann2017
chr11,3858925,3859445,genic|chr11:3858925-3859445,HBE1,genic,K562,0.09071359,0.967834268,FALSE,HBE-mCherry Screen,KRAB-dCas9,48,1956,0.043461155,0.006110509,0.999900077,5291373,0.302788288,6.152324,4.913336,5.522689,0.00020435,Klann2017
chr11,3860325,3860865,genic|chr11:3860325-3860865,HBE1,genic,K562,0.05803713,0.995272609,FALSE,HBE-mCherry Screen,KRAB-dCas9,43,1956,0.041787014,0.006110509,0.999914077,5291373,0.303092939,4.674483,5.425142,5.039107,0.000186644,Klann2017
chr11,3861225,3861725,promoter|chr11:3861225-3861725,HBE1,promoter,K562,0.03568604,0.982456343,FALSE,HBE-mCherry Screen,KRAB-dCas9,35,1956,0.048984942,0.006110509,0.998718396,5291373,0.303283383,1.162281,8.495977,3.139988,0.000116375,Klann2017
chr11,3861963,3863265,promoter|chr11:3861963-3863265,HBE1,promoter,K562,0.1434099,0.466838498,FALSE,HBE-mCherry Screen,KRAB-dCas9,37,1956,0.068143988,0.006110509,0.986100476,5291373,0.303530229,18.676285,5.834586,10.427458,0.000386781,Klann2017
chr11,3870345,3870865,intergenic|chr11:3870345-3870865,HBE1,intergenic,K562,0.07411536,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,24,1956,0.055200045,0.006110509,0.98959489,5291373,1.521464596,1.990331,1.023612,1.427348,0.000265385,Klann2017
chr11,3874645,3877545,promoter|chr11:3874645-3877545,HBE1,promoter,K562,0.07783954,0.982456343,FALSE,HBE-mCherry Screen,KRAB-dCas9,66,1956,0.031627487,0.006110509,0.999999977,5291373,0.794027148,18.3188,29.582377,23.33262,0.002264038,Klann2017
chr11,3877565,3878085,promoter|chr11:3877565-3878085,HBE1,promoter,K562,0.07608438,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,17,1956,0.024287937,0.006110509,0.99998893,5291373,0.794410096,2.340023,5.220419,3.481612,0.000337995,Klann2017
chr11,3880705,3881465,genic|chr11:3880705-3881465,HBE1,genic,K562,0.07910144,0.982456343,FALSE,HBE-mCherry Screen,KRAB-dCas9,47,1956,0.026652482,0.006110509,0.999999999,5291373,0.890277077,4.864604,6.244031,5.517748,0.000600305,Klann2017
chr11,3882025,3882525,genic|chr11:3882025-3882525,HBE1,genic,K562,0.07103007,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,32,1956,0.040181435,0.006110509,0.999814643,5291373,0.890542275,2.336811,3.48028,2.846187,0.000309744,Klann2017
chr11,3886925,3887885,genic|chr11:3886925-3887885,HBE1,genic,K562,0.03039849,0.982456343,FALSE,HBE-mCherry Screen,KRAB-dCas9,20,1956,0.046308655,0.006110509,0.993933403,5291373,0.309003084,9.030383,8.598338,8.855673,0.000334402,Klann2017
chr11,3888585,3889085,genic|chr11:3888585-3889085,HBE1,genic,K562,0.01479577,0.892111935,FALSE,HBE-mCherry Screen,KRAB-dCas9,43,1956,0.033861887,0.006110509,0.999998092,5291373,0.309324724,15.752903,6.346392,10.011307,0.000378434,Klann2017
chr11,3892385,3892885,genic|chr11:3892385-3892885,HBE1,genic,K562,0.05418742,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,34,1956,0.047224801,0.006110509,0.999025747,5291373,0.874433217,6.988674,4.299169,5.477038,0.000585271,Klann2017
chr11,3899845,3900365,genic|chr11:3899845-3900365,HBE1,genic,K562,0.08436533,0.982456343,FALSE,HBE-mCherry Screen,KRAB-dCas9,35,1956,0.059311409,0.006110509,0.993596116,5291373,1.291414888,6.600406,2.047223,3.677648,0.000580391,Klann2017
chr11,3915325,3915905,genic|chr11:3915325-3915905,HBE1,genic,K562,-0.02846137,0.466838498,FALSE,HBE-mCherry Screen,KRAB-dCas9,35,1956,0.033757932,0.006110509,0.999993338,5291373,1.783862899,3.251834,2.149584,2.627417,0.000572764,Klann2017
chr11,3924705,3925205,genic|chr11:3924705-3925205,HBE1,genic,K562,0.11636695,0.846461063,FALSE,HBE-mCherry Screen,KRAB-dCas9,29,1956,0.042937438,0.006110509,0.999347089,5291373,0.317674168,2.6564,0.818889,1.47489,5.72567E-05,Klann2017
chr11,3926145,3926645,genic|chr11:3926145-3926645,HBE1,genic,K562,0.05141407,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,33,1956,0.043857755,0.006110509,0.999517341,5291373,2.337092104,1.483775,0.307083,0.675009,0.000192784,Klann2017
chr11,3975625,3976145,genic|chr11:3975625-3976145,HBE1,genic,K562,0.00450323,0.91220791,FALSE,HBE-mCherry Screen,KRAB-dCas9,25,1956,0.052992291,0.006110509,0.992906941,5291373,0.330233019,3.271042,3.173196,3.218916,0.000129902,Klann2017
chr11,3979985,3980605,genic|chr11:3979985-3980605,HBE1,genic,K562,0.04199854,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,34,1956,0.033698598,0.006110509,0.999992201,5291373,0.331366779,1.575944,0.511806,0.8981,3.63679E-05,Klann2017
chr11,3992645,3993525,genic|chr11:3992645-3993525,HBE1,genic,K562,0.16298112,0.846461063,FALSE,HBE-mCherry Screen,KRAB-dCas9,11,1956,0.082622254,0.006110509,0.804001638,5291373,1.607443832,1.486365,0.409445,0.780123,0.000153244,Klann2017
chr11,3998165,3998725,genic|chr11:3998165-3998725,HBE1,genic,K562,-0.01602298,0.846461063,FALSE,HBE-mCherry Screen,KRAB-dCas9,18,1956,0.037405205,0.006110509,0.998173119,5291373,1.1748562,5.882323,0.614167,1.900723,0.000272891,Klann2017
chr11,4006085,4006585,genic|chr11:4006085-4006585,HBE1,genic,K562,-0.05183805,0.12825005,FALSE,HBE-mCherry Screen,KRAB-dCas9,41,1956,0.026628992,0.006110509,0.999999996,5291373,1.771138257,2.820933,0.716528,1.421718,0.000307717,Klann2017
chr11,4015145,4015645,genic|chr11:4015145-4015645,HBE1,genic,K562,-0.02300379,0.846461063,FALSE,HBE-mCherry Screen,KRAB-dCas9,14,1956,0.063805675,0.006110509,0.922757712,5291373,1.474687976,1.14102,0.307083,0.591933,0.000106674,Klann2017
chr11,4017125,4017645,genic|chr11:4017125-4017645,HBE1,genic,K562,0.05363814,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,45,1956,0.032630353,0.006110509,0.999999386,5291373,1.475231048,5.974548,2.456668,3.842125,0.000692654,Klann2017
chr11,4065185,4065725,genic|chr11:4065185-4065725,HBE1,genic,K562,0.08707607,0.982456343,FALSE,HBE-mCherry Screen,KRAB-dCas9,25,1956,0.039467713,0.006110509,0.999487333,5291373,1.055706809,2.690302,0.716528,1.38841,0.000179121,Klann2017
chr11,4093825,4094385,genic|chr11:4093825-4094385,HBE1,genic,K562,0.09567253,0.944568866,FALSE,HBE-mCherry Screen,KRAB-dCas9,42,1956,0.043379332,0.006110509,0.999838853,5291373,1.136466587,3.3018,0.409445,1.162722,0.00016148,Klann2017
chr11,4113185,4113705,genic|chr11:4113185-4113705,HBE1,genic,K562,0.02123284,0.982456343,FALSE,HBE-mCherry Screen,KRAB-dCas9,31,1956,0.039817521,0.006110509,0.999808284,5291373,0.369631289,3.759739,1.842501,2.623065,0.000118485,Klann2017
chr11,4115664,4116225,promoter|chr11:4115664-4116225,HBE1,promoter,K562,0.11969403,0.846461063,FALSE,HBE-mCherry Screen,KRAB-dCas9,30,1956,0.072426587,0.006110509,0.973069313,5291373,0.93746375,10.62218,15.456536,12.784839,0.001464653,Klann2017
chr11,4166925,4168165,intergenic|chr11:4166925-4168165,HBE1,intergenic,K562,0.09800599,0.91220791,FALSE,HBE-mCherry Screen,KRAB-dCas9,48,1956,0.039275913,0.006110509,0.999980423,5291373,1.296045323,9.697547,6.244031,7.790567,0.001233883,Klann2017
chr11,4203245,4203765,intergenic|chr11:4203245-4203765,HBE1,intergenic,K562,0.05247865,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,36,1956,0.036369082,0.006110509,0.999978077,5291373,1.330358823,1.399348,0.92125,1.135407,0.000184589,Klann2017
chr11,4205725,4206225,intergenic|chr11:4205725-4206225,HBE1,intergenic,K562,-0.00771111,0.742137393,FALSE,HBE-mCherry Screen,KRAB-dCas9,39,1956,0.023958995,0.006110509,1,5291373,1.014404584,1.069109,0.716528,0.875242,0.000108499,Klann2017
chr11,4208045,4208631,promoter|chr11:4208045-4208631,HBE1,promoter,K562,0.01611181,0.982456343,FALSE,HBE-mCherry Screen,KRAB-dCas9,12,1956,0.060076878,0.006110509,0.903775064,5291373,1.015298647,1.579189,0.307083,0.696374,8.64015E-05,Klann2017
chr11,4208665,4209245,promoter|chr11:4208665-4209245,HBE1,promoter,K562,0.01104425,0.91220791,FALSE,HBE-mCherry Screen,KRAB-dCas9,30,1956,0.046186738,0.006110509,0.998775481,5291373,1.015532742,1.531648,0.716528,1.059476,0.000131483,Klann2017
chr11,4216045,4216565,genic|chr11:4216045-4216565,HBE1,genic,K562,0.0346704,0.982456343,FALSE,HBE-mCherry Screen,KRAB-dCas9,32,1956,0.033610016,0.006110509,0.999988864,5291373,2.433913103,1.900876,0.716528,1.167062,0.000347123,Klann2017
chr11,4414676,4415225,promoter|chr11:4414676-4415225,HBE1,promoter,K562,0.09538165,0.982456343,FALSE,HBE-mCherry Screen,KRAB-dCas9,24,1956,0.041284476,0.006110509,0.998976615,5291373,1.088116358,8.871259,3.070835,5.253223,0.000698532,Klann2017
chr11,4514425,4514925,intergenic|chr11:4514425-4514925,HBE1,intergenic,K562,0.01464162,0.982456343,FALSE,HBE-mCherry Screen,KRAB-dCas9,17,1956,0.036971602,0.006110509,0.997689693,5291373,0.436815159,0.594639,0.204722,0.348905,1.86247E-05,Klann2017
chr11,4560705,4561205,intergenic|chr11:4560705-4561205,HBE1,intergenic,K562,-0.02062667,0.600189196,FALSE,HBE-mCherry Screen,KRAB-dCas9,33,1956,0.026621245,0.006110509,0.99999996,5291373,1.499147832,0.554718,0.204722,0.336989,6.17369E-05,Klann2017
chr11,4628905,4629785,promoter|chr11:4628905-4629785,HBE1,promoter,K562,0.04201549,0.983456805,FALSE,HBE-mCherry Screen,KRAB-dCas9,46,1956,0.036989351,0.006110509,0.999992043,5291373,1.894952714,14.592948,5.015697,8.543919,0.00197852,Klann2017
chr11,4647325,4647865,intergenic|chr11:4647325-4647865,HBE1,intergenic,K562,0.03847498,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,16,1956,0.05850491,0.006110509,0.957747076,5291373,1.682703415,2.189664,0.716528,1.252581,0.000257572,Klann2017
chr11,4658065,4658585,intergenic|chr11:4658065-4658585,HBE1,intergenic,K562,0.05426002,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,36,1956,0.034364454,0.006110509,0.999992171,5291373,2.688477265,1.839082,0.511806,0.970186,0.000318747,Klann2017
chr11,4679685,4680725,intergenic|chr11:4679685-4680725,HBE1,intergenic,K562,0.07119471,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,48,1956,0.037346612,0.006110509,0.999992271,5291373,2.153332463,7.265547,10.645561,8.857405,0.002330786,Klann2017
chr11,4902798,4903785,promoter|chr11:4902798-4903785,HBE1,promoter,K562,0.11976451,0.846461063,FALSE,HBE-mCherry Screen,KRAB-dCas9,25,1956,0.058733907,0.006110509,0.986543749,5291373,1.315805826,5.166392,6.14167,5.654893,0.000909287,Klann2017
chr11,4911585,4912085,intergenic|chr11:4911585-4912085,HBE1,intergenic,K562,0.03521118,0.982456343,FALSE,HBE-mCherry Screen,KRAB-dCas9,28,1956,0.029457083,0.006110509,0.999997678,5291373,2.690015478,0.816887,0.716528,0.765065,0.0002515,Klann2017
chr11,4913165,4913705,intergenic|chr11:4913165-4913705,HBE1,intergenic,K562,-0.00109209,0.846461063,FALSE,HBE-mCherry Screen,KRAB-dCas9,36,1956,0.033156367,0.006110509,0.999996136,5291373,2.690015478,2.632445,0.511806,1.160738,0.00038157,Klann2017
chr11,5012205,5012765,genic|chr11:5012205-5012765,HBE1,genic,K562,0.03914723,0.982456343,FALSE,HBE-mCherry Screen,KRAB-dCas9,39,1956,0.029600686,0.006110509,0.999999846,5291373,1.695367127,2.792183,0.204722,0.756053,0.000156639,Klann2017
chr11,5145265,5145765,intergenic|chr11:5145265-5145765,HBE1,intergenic,K562,0.06248412,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,36,1956,0.039503378,0.006110509,0.999917497,5291373,7.543525241,5.708513,1.433056,2.872058,0.0026476,Klann2017
chr11,5150525,5151065,intergenic|chr11:5150525-5151065,HBE1,intergenic,K562,-0.05954179,0.466838498,FALSE,HBE-mCherry Screen,KRAB-dCas9,20,1956,0.050480715,0.006110509,0.989351555,5291373,8.837012125,5.864587,10.236116,7.808761,0.008432813,Klann2017
chr11,5153005,5153525,promoter|chr11:5153005-5153525,HBE1,promoter,K562,-0.01905682,0.466838498,FALSE,HBE-mCherry Screen,KRAB-dCas9,45,1956,0.02326503,0.006110509,1,5291373,8.837012125,9.682229,10.031394,9.867562,0.010656147,Klann2017
chr11,5172825,5173849,promoter|chr11:5172825-5173849,HBE1,promoter,K562,-0.01440238,0.502608009,FALSE,HBE-mCherry Screen,KRAB-dCas9,46,1956,0.038598208,0.006110509,0.999982506,5291373,7.773140922,11.379683,5.732225,8.051975,0.007648634,Klann2017
chr11,5193045,5193545,intergenic|chr11:5193045-5193545,HBE1,intergenic,K562,0.06723772,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,15,1956,0.078439945,0.006110509,0.889652046,5291373,7.885806171,1.033567,0.409445,0.650534,0.000626904,Klann2017
chr11,5217265,5217765,intergenic|chr11:5217265-5217765,HBE1,intergenic,K562,0.08846575,0.982456343,FALSE,HBE-mCherry Screen,KRAB-dCas9,34,1956,0.049223524,0.006110509,0.998523503,5291373,8.501070356,3.983547,1.842501,2.700009,0.002804941,Klann2017
chr11,5225965,5226485,intergenic|chr11:5225965-5226485,HBE1,intergenic,K562,-0.0377189,0.399113176,FALSE,HBE-mCherry Screen,KRAB-dCas9,37,1956,0.027717111,0.006110509,0.999999959,5291373,17.94879709,8.482882,0.511806,2.083656,0.004570316,Klann2017
chr11,5245665,5246505,intergenic|chr11:5245665-5246505,HBE1,intergenic,K562,0.02971878,0.982456343,FALSE,HBE-mCherry Screen,KRAB-dCas9,46,1956,0.030680676,0.006110509,0.999999889,5291373,22.50300721,6.328957,8.291254,7.27083,0.019994449,Klann2017
chr11,5246645,5247185,genic|chr11:5246645-5247185,HBE1,genic,K562,0.0328367,0.982456343,FALSE,HBE-mCherry Screen,KRAB-dCas9,37,1956,0.024198125,0.006110509,0.999999999,5291373,22.50300721,2.885938,0.204722,0.768641,0.002113728,Klann2017
chr11,5255585,5256125,promoter|chr11:5255585-5256125,HBE1,promoter,K562,0.0995487,0.928501237,FALSE,HBE-mCherry Screen,KRAB-dCas9,36,1956,0.043385251,0.006110509,0.999702566,5291373,17.74211304,9.811915,3.173196,5.61171,0.012167055,Klann2017
chr11,5264105,5265345,promoter|chr11:5264105-5265345,HBE1,promoter,K562,0.07821541,0.982456343,FALSE,HBE-mCherry Screen,KRAB-dCas9,43,1956,0.037667966,0.006110509,0.999984285,5291373,14.12819295,15.002888,15.968342,15.459671,0.026691425,Klann2017
chr11,5270837,5271645,promoter|chr11:5270837-5271645,HBE1,promoter,K562,0.44069824,1.36823E-33,TRUE,HBE-mCherry Screen,KRAB-dCas9,84,1956,0.031760209,0.006110509,0.999999993,5291373,46.79586555,3.214048,1.023612,1.788393,0.010227167,Klann2017
chr11,5275761,5276545,promoter|chr11:5275761-5276545,HBE1,promoter,K562,0.40865228,5.53857E-29,TRUE,HBE-mCherry Screen,KRAB-dCas9,84,1956,0.027386032,0.006110509,1,5291373,39.80918746,2.605539,1.330695,1.878852,0.009140307,Klann2017
chr11,5279785,5280285,intergenic|chr11:5279785-5280285,HBE1,intergenic,K562,0.00088748,0.846461063,FALSE,HBE-mCherry Screen,KRAB-dCas9,36,1956,0.03164583,0.006110509,0.999998565,5291373,49.05729268,8.724906,3.070835,5.162793,0.030950893,Klann2017
chr11,5296965,5297465,intergenic|chr11:5296965-5297465,HBE1,intergenic,K562,-0.32358968,3.07477E-13,TRUE,HBE-mCherry Screen,KRAB-dCas9,31,1956,0.057581811,0.006110509,0.99305823,5291373,100,15.858536,7.267643,10.765367,0.131556933,Klann2017
chr11,5299865,5300405,intergenic|chr11:5299865-5300405,HBE1,intergenic,K562,-0.09513497,0.046075155,TRUE,HBE-mCherry Screen,KRAB-dCas9,29,1956,0.047907639,0.006110509,0.998036218,5291373,58.31335939,1.800318,3.48028,2.498194,0.017802423,Klann2017
chr11,5305765,5306265,intergenic|chr11:5305765-5306265,HBE1,intergenic,K562,-0.42208564,3.30953E-29,TRUE,HBE-mCherry Screen,KRAB-dCas9,45,1956,0.048568985,0.006110509,0.999469515,5291373,34.41331044,13.009325,8.086532,10.282482,0.043242352,Klann2017
chr11,5309265,5309785,intergenic|chr11:5309265-5309785,HBE1,intergenic,K562,-0.46675139,9.58254E-31,TRUE,HBE-mCherry Screen,KRAB-dCas9,39,1956,0.031463348,0.006110509,0.999999301,5291373,34.41331044,10.970971,9.314866,10.107404,0.042506072,Klann2017
chr11,5312405,5312905,intergenic|chr11:5312405-5312905,HBE1,intergenic,K562,-0.07378941,0.058359458,FALSE,HBE-mCherry Screen,KRAB-dCas9,36,1956,0.043482695,0.006110509,0.999694083,5291373,23.72018864,5.169072,1.74014,2.956287,0.008569385,Klann2017
chr11,5356345,5356865,intergenic|chr11:5356345-5356865,HBE1,intergenic,K562,-0.04330527,0.846461063,FALSE,HBE-mCherry Screen,KRAB-dCas9,14,1956,0.046277318,0.006110509,0.974964573,5291373,4.371690008,6.384098,1.125973,2.681101,0.001432344,Klann2017
chr11,5384865,5385865,genic|chr11:5384865-5385865,HBE1,genic,K562,0.07257341,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,12,1956,0.062188686,0.006110509,0.896022866,5291373,6.831236156,3.579231,3.992085,3.792963,0.003166378,Klann2017
chr11,5390985,5391525,genic|chr11:5390985-5391525,HBE1,genic,K562,0.06727658,0.989919228,FALSE,HBE-mCherry Screen,KRAB-dCas9,26,1956,0.060589558,0.006110509,0.985432872,5291373,10.79877195,2.577222,0.102361,0.513619,0.000677798,Klann2017
chr11,5401905,5402405,genic|chr11:5401905-5402405,HBE1,genic,K562,0.00848271,0.846461063,FALSE,HBE-mCherry Screen,KRAB-dCas9,48,1956,0.028456577,0.006110509,0.999999991,5291373,9.123265496,1.935612,0.204722,0.629491,0.000701818,Klann2017
